,Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Total_cases,Total_deaths
0,2020-01-03,0,0,0,0,0,0
1,2020-01-04,0,0,0,0,0,0
2,2020-01-05,0,0,0,0,0,0
3,2020-01-06,0,0,0,0,0,0
4,2020-01-07,0,0,0,0,0,0
5,2020-01-08,0,0,0,0,0,0
6,2020-01-09,0,0,0,0,0,0
7,2020-01-10,0,0,0,0,0,0
8,2020-01-11,0,0,0,0,0,0
9,2020-01-12,0,0,0,0,0,0
10,2020-01-13,0,0,0,0,0,0
11,2020-01-14,0,0,0,0,0,0
12,2020-01-15,0,0,0,0,0,0
13,2020-01-16,0,0,0,0,0,0
14,2020-01-17,0,0,0,0,0,0
15,2020-01-18,0,0,0,0,0,0
16,2020-01-19,0,0,0,0,0,0
17,2020-01-20,0,0,0,0,0,0
18,2020-01-21,0,0,0,0,0,0
19,2020-01-22,0,0,0,0,0,0
20,2020-01-23,0,0,0,0,0,0
21,2020-01-24,0,0,0,0,0,0
22,2020-01-25,0,0,0,0,0,0
23,2020-01-26,0,0,0,0,0,0
24,2020-01-27,0,0,0,0,0,0
25,2020-01-28,0,0,0,0,0,0
26,2020-01-29,0,0,0,0,0,0
27,2020-01-30,1,1,0,0,2,0
28,2020-01-31,4,5,0,0,9,0
29,2020-02-01,0,5,0,0,5,0
30,2020-02-02,-3,2,0,0,-1,0
31,2020-02-03,1,3,0,0,4,0
32,2020-02-04,4,7,0,0,11,0
33,2020-02-05,0,7,0,0,7,0
34,2020-02-06,0,7,0,0,7,0
35,2020-02-07,0,7,0,0,7,0
36,2020-02-08,0,7,0,0,7,0
37,2020-02-09,0,7,0,0,7,0
38,2020-02-10,0,7,0,0,7,0
39,2020-02-11,0,7,0,0,7,0
40,2020-02-12,0,7,0,0,7,0
41,2020-02-13,0,7,0,0,7,0
42,2020-02-14,0,7,0,0,7,0
43,2020-02-15,0,7,0,0,7,0
44,2020-02-16,0,7,0,0,7,0
45,2020-02-17,0,7,0,0,7,0
46,2020-02-18,0,7,0,0,7,0
47,2020-02-19,0,7,0,0,7,0
48,2020-02-20,0,7,0,0,7,0
49,2020-02-21,0,7,0,0,7,0
50,2020-02-22,0,7,0,0,7,0
51,2020-02-23,0,7,0,0,7,0
52,2020-02-24,0,7,0,0,7,0
53,2020-02-25,0,7,0,0,7,0
54,2020-02-26,0,7,0,0,7,0
55,2020-02-27,0,7,0,0,7,0
56,2020-02-28,0,7,0,0,7,0
57,2020-02-29,0,7,0,0,7,0
58,2020-03-01,0,7,0,0,7,0
59,2020-03-02,-2,5,0,0,3,0
60,2020-03-03,4,9,0,0,13,0
61,2020-03-04,19,28,0,0,47,0
62,2020-03-05,1,29,0,0,30,0
63,2020-03-06,2,31,0,0,33,0
64,2020-03-07,3,34,0,0,37,0
65,2020-03-08,5,39,0,0,44,0
66,2020-03-09,5,44,0,0,49,0
67,2020-03-10,6,50,0,0,56,0
68,2020-03-11,10,60,0,0,70,0
69,2020-03-12,13,73,0,0,86,0
70,2020-03-13,8,81,1,1,89,2
71,2020-03-14,3,84,1,2,87,3
72,2020-03-15,23,107,0,2,130,2
73,2020-03-16,7,114,0,2,121,2
74,2020-03-17,23,137,1,3,160,4
75,2020-03-18,14,151,0,3,165,3
76,2020-03-19,22,173,1,4,195,5
77,2020-03-20,50,223,0,4,273,4
78,2020-03-21,60,283,0,4,343,4
79,2020-03-22,77,360,3,7,437,10
80,2020-03-23,74,434,2,9,508,11
81,2020-03-24,85,519,0,9,604,9
82,2020-03-25,87,606,1,10,693,11
83,2020-03-26,43,649,3,13,692,16
84,2020-03-27,75,724,4,17,799,21
85,2020-03-28,185,909,2,19,1094,21
86,2020-03-29,70,979,6,25,1049,31
87,2020-03-30,92,1071,4,29,1163,33
88,2020-03-31,180,1251,3,32,1431,35
89,2020-04-01,386,1637,6,38,2023,44
90,2020-04-02,328,1965,12,50,2293,62
91,2020-04-03,336,2301,6,56,2637,62
92,2020-04-04,601,2902,12,68,3503,80
93,2020-04-05,472,3374,9,77,3846,86
94,2020-04-06,693,4067,32,109,4760,141
95,2020-04-07,354,4421,5,114,4775,119
96,2020-04-08,853,5274,35,149,6127,184
97,2020-04-09,591,5865,20,169,6456,189
98,2020-04-10,547,6412,30,199,6959,229
99,2020-04-11,1035,7447,40,239,8482,279
100,2020-04-12,909,8356,34,273,9265,307
101,2020-04-13,796,9152,35,308,9948,343
102,2020-04-14,1211,10363,31,339,11574,370
103,2020-04-15,1076,11439,38,377,12515,415
104,2020-04-16,941,12380,37,414,13321,451
105,2020-04-17,1007,13387,23,437,14394,460
106,2020-04-18,991,14378,43,480,15369,523
107,2020-04-19,1334,15712,27,507,17046,534
108,2020-04-20,1553,17265,36,543,18818,579
109,2020-04-21,1336,18601,47,590,19937,637
110,2020-04-22,1383,19984,50,640,21367,690
111,2020-04-23,1409,21393,41,681,22802,722
112,2020-04-24,1684,23077,37,718,24761,755
113,2020-04-25,1429,24506,57,775,25935,832
114,2020-04-26,1990,26496,49,824,28486,873
115,2020-04-27,1396,27892,48,872,29288,920
116,2020-04-28,1543,29435,62,934,30978,996
117,2020-04-29,1897,31332,73,1007,33229,1080
118,2020-04-30,1718,33050,67,1074,34768,1141
119,2020-05-01,1993,35043,73,1147,37036,1220
120,2020-05-02,2293,37336,71,1218,39629,1289
121,2020-05-03,2644,39980,83,1301,42624,1384
122,2020-05-04,2553,42533,72,1373,45086,1445
123,2020-05-05,3900,46433,195,1568,50333,1763
124,2020-05-06,2958,49391,126,1694,52349,1820
125,2020-05-07,3561,52952,89,1783,56513,1872
126,2020-05-08,3390,56342,103,1886,59732,1989
127,2020-05-09,3320,59662,95,1981,62982,2076
128,2020-05-10,3277,62939,128,2109,66216,2237
129,2020-05-11,4213,67152,97,2206,71365,2303
130,2020-05-12,3604,70756,87,2293,74360,2380
131,2020-05-13,3525,74281,122,2415,77806,2537
132,2020-05-14,3722,78003,134,2549,81725,2683
133,2020-05-15,3967,81970,100,2649,85937,2749
134,2020-05-16,3970,85940,103,2752,89910,2855
135,2020-05-17,4987,90927,120,2872,95914,2992
136,2020-05-18,5242,96169,157,3029,101411,3186
137,2020-05-19,4970,101139,134,3163,106109,3297
138,2020-05-20,5611,106750,140,3303,112361,3443
139,2020-05-21,5609,112359,132,3435,117968,3567
140,2020-05-22,6088,118447,148,3583,124535,3731
141,2020-05-23,6654,125101,137,3720,131755,3857
142,2020-05-24,6767,131868,147,3867,138635,4014
143,2020-05-25,6977,138845,154,4021,145822,4175
144,2020-05-26,6535,145380,146,4167,151915,4313
145,2020-05-27,6387,151767,170,4337,158154,4507
146,2020-05-28,6566,158333,194,4531,164899,4725
147,2020-05-29,7466,165799,175,4706,173265,4881
148,2020-05-30,7964,173763,265,4971,181727,5236
149,2020-05-31,8380,182143,193,5164,190523,5357
150,2020-06-01,8392,190535,230,5394,198927,5624
151,2020-06-02,8171,198706,204,5598,206877,5802
152,2020-06-03,8909,207615,217,5815,216524,6032
153,2020-06-04,9304,216919,260,6075,226223,6335
154,2020-06-05,9851,226770,273,6348,236621,6621
155,2020-06-06,9887,236657,294,6642,246544,6936
156,2020-06-07,9971,246628,287,6929,256599,7216
157,2020-06-08,9983,256611,271,7200,266594,7471
158,2020-06-09,9987,266598,271,7471,276585,7742
159,2020-06-10,9985,276583,274,7745,286568,8019
160,2020-06-11,9996,286579,357,8102,296575,8459
161,2020-06-12,10956,297535,396,8498,308491,8894
162,2020-06-13,11458,308993,386,8884,320451,9270
163,2020-06-14,11929,320922,311,9195,332851,9506
164,2020-06-15,11502,332424,325,9520,343926,9845
165,2020-06-16,10667,343091,380,9900,353758,10280
166,2020-06-17,10974,354065,2003,11903,365039,13906
167,2020-06-18,12881,366946,334,12237,379827,12571
168,2020-06-19,13586,380532,336,12573,394118,12909
169,2020-06-20,14516,395048,375,12948,409564,13323
170,2020-06-21,15413,410461,306,13254,425874,13560
171,2020-06-22,14821,425282,445,13699,440103,14144
172,2020-06-23,14933,440215,312,14011,455148,14323
173,2020-06-24,15968,456183,465,14476,472151,14941
174,2020-06-25,16922,473105,418,14894,490027,15312
175,2020-06-26,17296,490401,407,15301,507697,15708
176,2020-06-27,18552,508953,384,15685,527505,16069
177,2020-06-28,19906,528859,410,16095,548765,16505
178,2020-06-29,19459,548318,380,16475,567777,16855
179,2020-06-30,18522,566840,418,16893,585362,17311
180,2020-07-01,18653,585493,507,17400,604146,17907
181,2020-07-02,19148,604641,434,17834,623789,18268
182,2020-07-03,20903,625544,379,18213,646447,18592
183,2020-07-04,22771,648315,442,18655,671086,19097
184,2020-07-05,24850,673165,613,19268,698015,19881
185,2020-07-06,24248,697413,425,19693,721661,20118
186,2020-07-07,22252,719665,467,20160,741917,20627
187,2020-07-08,22752,742417,482,20642,765169,21124
188,2020-07-09,24879,767296,487,21129,792175,21616
189,2020-07-10,26506,793802,475,21604,820308,22079
190,2020-07-11,27114,820916,519,22123,848030,22642
191,2020-07-12,28637,849553,551,22674,878190,23225
192,2020-07-13,28701,878254,500,23174,906955,23674
193,2020-07-14,28498,906752,553,23727,935250,24280
194,2020-07-15,29429,936181,582,24309,965610,24891
195,2020-07-16,32695,968876,606,24915,1001571,25521
196,2020-07-17,34956,1003832,687,25602,1038788,26289
197,2020-07-18,34884,1038716,671,26273,1073600,26944
198,2020-07-19,38902,1077618,543,26816,1116520,27359
199,2020-07-20,40425,1118043,681,27497,1158468,28178
200,2020-07-21,37148,1155191,587,28084,1192339,28671
201,2020-07-22,37724,1192915,648,28732,1230639,29380
202,2020-07-23,45720,1238635,1129,29861,1284355,30990
203,2020-07-24,49310,1287945,740,30601,1337255,31341
204,2020-07-25,48916,1336861,757,31358,1385777,32115
205,2020-07-26,48661,1385522,705,32063,1434183,32768
206,2020-07-27,49931,1435453,708,32771,1485384,33479
207,2020-07-28,47703,1483156,654,33425,1530859,34079
208,2020-07-29,48513,1531669,768,34193,1580182,34961
209,2020-07-30,52123,1583792,775,34968,1635915,35743
210,2020-07-31,55078,1638870,779,35747,1693948,36526
211,2020-08-01,57118,1695988,764,36511,1753106,37275
212,2020-08-02,54735,1750723,853,37364,1805458,38217
213,2020-08-03,52972,1803695,771,38135,1856667,38906
214,2020-08-04,52050,1855745,803,38938,1907795,39741
215,2020-08-05,52509,1908254,857,39795,1960763,40652
216,2020-08-06,56282,1964536,904,40699,2020818,41603
217,2020-08-07,62538,2027074,886,41585,2089612,42471
218,2020-08-08,61537,2088611,933,42518,2150148,43451
219,2020-08-09,64399,2153010,861,43379,2217409,44240
220,2020-08-10,62064,2215074,1007,44386,2277138,45393
221,2020-08-11,53601,2268675,871,45257,2322276,46128
222,2020-08-12,60963,2329638,834,46091,2390601,46925
223,2020-08-13,66999,2396637,942,47033,2463636,47975
224,2020-08-14,64553,2461190,1007,48040,2525743,49047
225,2020-08-15,65002,2526192,996,49036,2591194,50032
226,2020-08-16,63490,2589682,944,49980,2653172,50924
227,2020-08-17,57981,2647663,941,50921,2705644,51862
228,2020-08-18,55079,2702742,876,51797,2757821,52673
229,2020-08-19,64531,2767273,1092,52889,2831804,53981
230,2020-08-20,69652,2836925,977,53866,2906577,54843
231,2020-08-21,68898,2905823,983,54849,2974721,55832
232,2020-08-22,69878,2975701,945,55794,3045579,56739
233,2020-08-23,69239,3044940,912,56706,3114179,57618
234,2020-08-24,61408,3106348,836,57542,3167756,58378
235,2020-08-25,60975,3167323,848,58390,3228298,59238
236,2020-08-26,67151,3234474,1059,59449,3301625,60508
237,2020-08-27,75760,3310234,1023,60472,3385994,61495
238,2020-08-28,77266,3387500,1057,61529,3464766,62586
239,2020-08-29,76472,3463972,1021,62550,3540444,63571
240,2020-08-30,78761,3542733,948,63498,3621494,64446
241,2020-08-31,78512,3621245,971,64469,3699757,65440
242,2020-09-01,69921,3691166,819,65288,3761087,66107
243,2020-09-02,78357,3769523,1045,66333,3847880,67378
244,2020-09-03,83883,3853406,1043,67376,3937289,68419
245,2020-09-04,83341,3936747,1096,68472,4020088,69568
246,2020-09-05,86432,4023179,1089,69561,4109611,70650
247,2020-09-06,90632,4113811,1065,70626,4204443,71691
248,2020-09-07,90802,4204613,1016,71642,4295415,72658
249,2020-09-08,75809,4280422,1133,72775,4356231,73908
250,2020-09-09,89706,4370128,1115,73890,4459834,75005
251,2020-09-10,95735,4465863,1172,75062,4561598,76234
252,2020-09-11,96551,4562414,1209,76271,4658965,77480
253,2020-09-12,97570,4659984,1201,77472,4757554,78673
254,2020-09-13,94372,4754356,1114,78586,4848728,79700
255,2020-09-14,92071,4846427,1136,79722,4938498,80858
256,2020-09-15,83809,4930236,1054,80776,5014045,81830
257,2020-09-16,90123,5020359,1290,82066,5110482,83356
258,2020-09-17,97894,5118253,1132,83198,5216147,84330
259,2020-09-18,96424,5214677,1174,84372,5311101,85546
260,2020-09-19,93337,5308014,1247,85619,5401351,86866
261,2020-09-20,92605,5400619,1133,86752,5493224,87885
262,2020-09-21,86961,5487580,1130,87882,5574541,89012
263,2020-09-22,75083,5562663,1053,88935,5637746,89988
264,2020-09-23,83347,5646010,1085,90020,5729357,91105
265,2020-09-24,86508,5732518,1129,91149,5819026,92278
266,2020-09-25,86052,5818570,1141,92290,5904622,93431
267,2020-09-26,85362,5903932,1089,93379,5989294,94468
268,2020-09-27,88600,5992532,1124,94503,6081132,95627
269,2020-09-28,82170,6074702,1039,95542,6156872,96581
270,2020-09-29,70589,6145291,776,96318,6215880,97094
271,2020-09-30,80472,6225763,1179,97497,6306235,98676
272,2020-10-01,86821,6312584,1181,98678,6399405,99859
273,2020-10-02,81484,6394068,1095,99773,6475552,100868
274,2020-10-03,79476,6473544,1069,100842,6553020,101911
275,2020-10-04,75829,6549373,940,101782,6625202,102722
276,2020-10-05,74442,6623815,903,102685,6698257,103588
277,2020-10-06,61267,6685082,884,103569,6746349,104453
278,2020-10-07,72049,6757131,986,104555,6829180,105541
279,2020-10-08,78524,6835655,971,105526,6914179,106497
280,2020-10-09,70496,6906151,964,106490,6976647,107454
281,2020-10-10,73272,6979423,926,107416,7052695,108342
282,2020-10-11,74383,7053806,918,108334,7128189,109252
283,2020-10-12,66732,7120538,816,109150,7187270,109966
284,2020-10-13,55342,7175880,706,109856,7231222,110562
285,2020-10-14,63509,7239389,730,110586,7302898,111316
286,2020-10-15,67708,7307097,680,111266,7374805,111946
287,2020-10-16,63371,7370468,895,112161,7433839,113056
288,2020-10-17,62212,7432680,837,112998,7494892,113835
289,2020-10-18,61871,7494551,1033,114031,7556422,115064
290,2020-10-19,55722,7550273,579,114610,7605995,115189
291,2020-10-20,46790,7597063,587,115197,7643853,115784
292,2020-10-21,54044,7651107,717,115914,7705151,116631
293,2020-10-22,55839,7706946,702,116616,7762785,117318
294,2020-10-23,54366,7761312,690,117306,7815678,117996
295,2020-10-24,53370,7814682,650,117956,7868052,118606
296,2020-10-25,50129,7864811,578,118534,7914940,119112
297,2020-10-26,45148,7909959,480,119014,7955107,119494
298,2020-10-27,36470,7946429,488,119502,7982899,119990
299,2020-10-28,43893,7990322,508,120010,8034215,120518
300,2020-10-29,49881,8040203,517,120527,8090084,121044
301,2020-10-30,48648,8088851,563,121090,8137499,121653
302,2020-10-31,48268,8137119,551,121641,8185387,122192
303,2020-11-01,46963,8184082,470,122111,8231045,122581
304,2020-11-02,45231,8229313,496,122607,8274544,123103
305,2020-11-03,38310,8267623,490,123097,8305933,123587
306,2020-11-04,46253,8313876,514,123611,8360129,124125
307,2020-11-05,50210,8364086,704,124315,8414296,125019
308,2020-11-06,47638,8411724,670,124985,8459362,125655
309,2020-11-07,50356,8462080,577,125562,8512436,126139
310,2020-11-08,45674,8507754,559,126121,8553428,126680
311,2020-11-09,45903,8553657,490,126611,8599560,127101
312,2020-11-10,38073,8591730,448,127059,8629803,127507
313,2020-11-11,44281,8636011,512,127571,8680292,128083
314,2020-11-12,47905,8683916,550,128121,8731821,128671
315,2020-11-13,44879,8728795,547,128668,8773674,129215
316,2020-11-14,44684,8773479,520,129188,8818163,129708
317,2020-11-15,41100,8814579,447,129635,8855679,130082
318,2020-11-16,30548,8845127,435,130070,8875675,130505
319,2020-11-17,29163,8874290,449,130519,8903453,130968
320,2020-11-18,38617,8912907,474,130993,8951524,131467
321,2020-11-19,45576,8958483,585,131578,9004059,132163
322,2020-11-20,45882,9004365,584,132162,9050247,132746
323,2020-11-21,46232,9050597,564,132726,9096829,133290
324,2020-11-22,45209,9095806,501,133227,9141015,133728
325,2020-11-23,44059,9139865,511,133738,9183924,134249
326,2020-11-24,37975,9177840,480,134218,9215815,134698
327,2020-11-25,44376,9222216,481,134699,9266592,135180
328,2020-11-26,44489,9266705,524,135223,9311194,135747
329,2020-11-27,43082,9309787,492,135715,9352869,136207
330,2020-11-28,41322,9351109,485,136200,9392431,136685
331,2020-11-29,41810,9392919,496,136696,9434729,137192
332,2020-11-30,38772,9431691,443,137139,9470463,137582
333,2020-12-01,31118,9462809,482,137621,9493927,138103
334,2020-12-02,36604,9499413,501,138122,9536017,138623
335,2020-12-03,35551,9534964,526,138648,9570515,139174
336,2020-12-04,36595,9571559,540,139188,9608154,139728
337,2020-12-05,36652,9608211,512,139700,9644863,140212
338,2020-12-06,36011,9644222,482,140182,9680233,140664
339,2020-12-07,32981,9677203,391,140573,9710184,140964
340,2020-12-08,26567,9703770,385,140958,9730337,141343
341,2020-12-09,32080,9735850,402,141360,9767930,141762
342,2020-12-10,31521,9767371,412,141772,9798892,142184
343,2020-12-11,29398,9796769,414,142186,9826167,142600
344,2020-12-12,30006,9826775,442,142628,9856781,143070
345,2020-12-13,30254,9857029,391,143019,9887283,143410
346,2020-12-14,27071,9884100,336,143355,9911171,143691
347,2020-12-15,22065,9906165,354,143709,9928230,144063
348,2020-12-16,26382,9932547,387,144096,9958929,144483
349,2020-12-17,24010,9956557,355,144451,9980567,144806
350,2020-12-18,22890,9979447,338,144789,10002337,145127
351,2020-12-19,25152,10004599,347,145136,10029751,145483
352,2020-12-20,26624,10031223,341,145477,10057847,145818
353,2020-12-21,24337,10055560,333,145810,10079897,146143
354,2020-12-22,19556,10075116,301,146111,10094672,146412
355,2020-12-23,23950,10099066,333,146444,10123016,146777
356,2020-12-24,24712,10123778,312,146756,10148490,147068
357,2020-12-25,23067,10146845,336,147092,10169912,147428
358,2020-12-26,22273,10169118,251,147343,10191391,147594
359,2020-12-27,18732,10187850,279,147622,10206582,147901
360,2020-12-28,20021,10207871,279,147901,10227892,148180
361,2020-12-29,16432,10224303,252,148153,10240735,148405
362,2020-12-30,20549,10244852,286,148439,10265401,148725
363,2020-12-31,21822,10266674,299,148738,10288496,149037
364,2021-01-01,20035,10286709,256,148994,10306744,149250
365,2021-01-02,19079,10305788,224,149218,10324867,149442
366,2021-01-03,18177,10323965,217,149435,10342142,149652
367,2021-01-04,16504,10340469,214,149649,10356973,149863
368,2021-01-05,16375,10356844,201,149850,10373219,150051
369,2021-01-06,18088,10374932,264,150114,10393020,150378
370,2021-01-07,20346,10395278,222,150336,10415624,150558
371,2021-01-08,18139,10413417,234,150570,10431556,150804
372,2021-01-09,18222,10431639,228,150798,10449861,151026
373,2021-01-10,18645,10450284,201,150999,10468929,151200
374,2021-01-11,16311,10466595,161,151160,10482906,151321
375,2021-01-12,12584,10479179,167,151327,10491763,151494
376,2021-01-13,15968,10495147,202,151529,10511115,151731
377,2021-01-14,16946,10512093,198,151727,10529039,151925
378,2021-01-15,15590,10527683,191,151918,10543273,152109
379,2021-01-16,15158,10542841,175,152093,10557999,152268
380,2021-01-17,15144,10557985,181,152274,10573129,152455
381,2021-01-18,13788,10571773,145,152419,10585561,152564
382,2021-01-19,10064,10581837,137,152556,10591901,152693
383,2021-01-20,13823,10595660,162,152718,10609483,152880
384,2021-01-21,15223,10610883,151,152869,10626106,153020
385,2021-01-22,14545,10625428,163,153032,10639973,153195
386,2021-01-23,14256,10639684,152,153184,10653940,153336
387,2021-01-24,14849,10654533,155,153339,10669382,153494
388,2021-01-25,13203,10667736,131,153470,10680939,153601
389,2021-01-26,9102,10676838,117,153587,10685940,153704
390,2021-01-27,12689,10689527,137,153724,10702216,153861
391,2021-01-28,11666,10701193,123,153847,10712859,153970
392,2021-01-29,18855,10720048,163,154010,10738903,154173
393,2021-01-30,13083,10733131,137,154147,10746214,154284
394,2021-01-31,13052,10746183,127,154274,10759235,154401
395,2021-02-01,11427,10757610,118,154392,10769037,154510
396,2021-02-02,8635,10766245,94,154486,10774880,154580
397,2021-02-03,11039,10777284,110,154596,10788323,154706
398,2021-02-04,12899,10790183,107,154703,10803082,154810
399,2021-02-05,12408,10802591,120,154823,10814999,154943
400,2021-02-06,11713,10814304,95,154918,10826017,155013
401,2021-02-07,12059,10826363,78,154996,10838422,155074
402,2021-02-08,11831,10838194,84,155080,10850025,155164
403,2021-02-09,9110,10847304,78,155158,10856414,155236
404,2021-02-10,11067,10858371,94,155252,10869438,155346
405,2021-02-11,12923,10871294,108,155360,10884217,155468
